"date","year","description"
"1486-4-21","1486","Fernando el Católico firma la Sentencia arbitral de Guadalupe, por la que pone fin a la situación de servidumbre de los Payeses de Remensa en Cataluña."
"1503-4-21","1503","en el transcurso de la Guerra de Nápoles (1501-1504), las tropas de la Corona de Castilla y Aragón derrotan a las francesas en la batalla de Seminara."
"1509-4-21","1509","Enrique VIII asciende al trono de Inglaterra a la muerte de su padre, Enrique VII."
"1594-4-21","1594","la aldea de San Salvador (actual capital de El Salvador, que en esa época tenía pocos cientos de habitantes) sufre el tercero de sus numerosos macrosismos ―los anteriores fueron en "
"1691-4-21","1691","en Colombia, la ciudad de Cartago es trasladada al lugar donde se encuentra en la actualidad por los continuos ataques de los Pijaos."
"1744-4-21","1744","se fundó la ciudad de Jalpan de Serra en el estado de Querétaro por el coronel José de Escandón y Helguera"
"1792-4-21","1792","en Brasil, los portugueses ahorcan a Tiradentes, un líder revolucionario que dirige un movimiento popular para conseguir independizarse de Portugal."
"1809-4-21","1809","dos cuerpos del ejército austríaco son expulsados de Landshut por el ejército del Primer Imperio francés liderado por Napoleón mientras dos cuerpos franceses al norte detienen al ejército austríaco principal en el primer día de la Batalla de Eckmühl."
"1822-4-21","1822","en Riobamba se da el Combate de Tapi entre elementos de las fuerzas independentistas dirigidas por el general venezolano Antonio José de Sucre y de las fuerzas realistas comandadas por el coronel Nicolás López."
"1831-4-21","1831","en Limarí (Chile) se funda la aldea de Ovalle (actual ciudad capital de esa provincia)."
"1836-4-21","1836","en el marco de la Revolución de Texas, la batalla de San Jacinto, las fuerzas de la República de Texas bajo Sam Houston derrotan a las tropas bajo el general mexicano Antonio López de Santa Anna."
"1863-4-21","1863","en el jardín de Ridván (Bagdad, Irak) Bahá'u'lláh anuncia públicamente su misión. Los bahá'ís lo celebran como un día sagrado que inicia el Festival de Rizván."
"1898-4-21","1898","el Congreso de los Estados Unidos declara la guerra contra España."
"1914-4-21","1914","en el puerto de Veracruz (México), Estados Unidos comienza la invasión a México. Véase segunda intervención estadounidense en México."
"1919-4-21","1919","Se funda la localidad de Dolavon en Argentina."
"1933-4-21","1933","en la Alemania nazi el Gobierno prohíbe el shojet (ritual kosher de la religión judía)."
"1937-4-21","1937","en Chile se funda el Club Deportivo Universidad Católica."
"1941-4-21","1941","en el Pozo Calero de Barruelo de Santullán ―en la cuenca minera palentina (España)―, "
"1943-4-21","1943","En el transcurso de la Segunda Guerra Mundial, la ciudad alemana de Stettin, hoy polaca, es bombardeada por un total de "
"1944-4-21","1944","en Francia las mujeres consiguen el sufragio femenino."
"1951-4-21","1951","en el atolón Enewetak ―en el marco de la operación Greenhouse―, Estados Unidos detona la bomba atómica Easy (de "
"1960-4-21","1960","en Brasil se funda Brasilia, actual capital del país."
"1962-4-21","1962","en un pozo a "
"1964-4-21","1964","en la localidad salteña de Orán (Argentina), fuerzas de Gendarmería sorprenden y desbaratan al EGP (Ejército Guerrillero del Pueblo). Hacen desaparecer al guerrillero Jorge Ricardo Masetti (34)."
"1965-4-21","1965","en un pozo a "
"1967-4-21","1967","días después de las elecciones generales griegas, el coronel Georgios Papadópoulos lidera un golpe de Estado y establece un régimen militar (la dictadura de los Coroneles) que dura "
"1997-4-21","1997","España lanza el satélite Minisat 01 dentro del programa Minisat."
"2002-4-21","2002","en Colombia, el gobernador del departamento de Antioquia, Guillermo Gaviria Correa y su asesor de paz y exministro de defensa nacional, Gilberto Echeverri Mejía, son secuestrados por guerrilleros del Frente 34 de las FARC, durante el desarrollo de una marcha por la Noviolencia, en el municipio de Caicedo."
"2005-4-21","2005","en España, el Congreso de los Diputados aprueba por primera vez el proyecto de ley que legaliza el matrimonio entre personas del mismo sexo."
"2007-4-21","2007","en Chile, un sismo 6,"
"2008-4-21","2008","en Virginia (Estados Unidos), el político neonazi estadounidense Kevin Strom (51) es condenado a "
"2019-4-21","2019","se producen atentados en Sri Lanka, los cuales dejaron al menos "
"2019-4-21","2019","el actor y comediante Volodímir Zelenski, es electo como sexto presidente de Ucrania."
"2019-4-21","2019","en Cauca (Colombia), un deslizamiento de tierra provocado por las fuertes lluvias dejó "
"238-4-22","238","durante el año de los seis emperadores, el Senado romano prohíbe al emperador Maximino el Tracio por sus proscripciones sanguinarias en Roma y nomina a dos de sus miembros, Pupieno y Balbino, al trono."
"1281-4-22","1281","en la actual España, tropas combinadas de los Banu Ashqilula, del sultán mariní Abu Yusuf y del rey Alfonso X de Castilla atacan el reino de Granada."
"1418-4-22","1418","en la actual Suiza, finaliza el Concilio de Constanza (sínodo de obispos cristianos)."
"1500-4-22","1500","en América del Sur, el navegante portugués Pedro Álvares Cabral es el primer europeo que llega a las costas del actual Brasil."
"1509-4-22","1509","en Londres, Enrique VIII asciende al trono de Inglaterra tras la muerte de su padre."
"1519-4-22","1519","en México, el conquistador español Hernán Cortés desembarca cerca del actual puerto de Veracruz."
"1529-4-22","1529","el Imperio español y el Imperio portugués se dividen el continente americano mediante el Tratado de Zaragoza, que traza una línea imaginaria "
"1622-4-22","1622","en la isla de Cuba (antes isla Juana) se produce el primer gran incendio de la villa de La Habana, que destruye "
"1622-4-22","1622","la captura de Ormuz por la Compañía de las Indias Orientales pone fin al control portugués de la isla de Ormuz."
"1779-4-22","1779","en el sur del Virreinato del Río de la Plata (actual Argentina), el navegante español Francisco de Viedma y Narváez funda las aldeas de Viedma y Carmen de Patagones."
"1810-4-22","1810","en España, la villa de Astorga ―tras más de un mes de asedio― se rinde ante las tropas napoleónicas."
"1819-4-22","1819","en la isla de Cuba se funda la aldea de Cienfuegos."
"1829-4-22","1829","a unos "
"1855-4-22","1855","en España, la reina Isabel II firma una ley por la que decreta la creación de la primera red electrotelegráfica española."
"1857-4-22","1857","en Perú, durante el Gobierno del mariscal Ramón Castilla, la Convención Nacional ―presidida por el abogado cajamarquino José Gálvez Egúsquiza― promueve al puerto del Callao al rango de provincia constitucional."
"1864-4-22","1864","en la Unión Venezolana, Zulia se convierte en el 12.º estado."
"1892-4-22","1892","en la provincia de La Pampa (en Argentina), Tomás Mason funda la villa de Santa Rosa."
"1898-4-22","1898","en La Habana (Cuba), veinte buques estadounidenses bloquean la bahía, primer acto de guerra de Estados Unidos contra España."
"1898-4-22","1898","al sur de la villa de Camagüey (Cuba), las tropas mambisas ocupan el poblado de Guayabal, e incendian sus dos fuertes."
"1915-4-22","1915","en la Segunda batalla de Ypres (Bélgica), el ejército alemán ―en el marco de la Primera Guerra Mundial― utiliza gas venenoso (dicloro) por primera vez en la Historia humana. Causan "
"1917-4-22","1917","a impulso de Alberto Suppici se funda en Colonia del Sacramento, Uruguay el Club Plaza Colonia, apodado ""Patablanca"", ""Albiverde"" y ""Gigante del Interior""."
"1923-4-22","1923","en Madrid (España), el rey Alfonso XIII otorga a la villa de Pozoblanco el título de ciudad."
"1925-4-22","1925","Karl Wilhelm Reinmuth descubre el asteroide Amazone (1042)."
"1931-4-22","1931","en Madrid (España) se inaugura el Aeropuerto de Barajas."
"1952-4-22","1952","en el área 7 del sitio de pruebas nucleares de Nevada (a unos "
"1965-4-22","1965","en un pozo a "
"1970-4-22","1970","se celebra el primer Día de la Tierra."
"1976-4-22","1976","en la embajada cubana en Lisboa (Portugal), el terrorista Luis Posada Carriles perpetra un atentado con bomba.[1] Mueren los dos funcionarios cubanos ―Adriana Corcho y Efrén Monteagudo― que la descubrieron."
"1978-4-22","1978","en París (Francia), la canción A-ba-ni-bi de Izhar Cohen & The Alpha-Beta gana por Israel la XXIII Edición de Eurovisión."
"1985-4-22","1985","en Argentina el presidente Raúl Alfonsín comienza el Juicio a las Juntas contra los miembros militares de la dictadura cívico-militar (1976-1983), en un hecho histórico para la humanidad. A pesar de que los expresidentes resultarán condenados, en "
"1991-4-22","1991","en Costa Rica sucede el Terremoto de Limón, de 7,"
"1992-4-22","1992","en la ciudad de Guadalajara (Jalisco, México), un derrame de combustible en un drenaje genera violentas explosiones, que destrozan "
"1993-4-22","1993","en los Estados Unidos se crea la versión 1.0 del navegador de internet Mosaic."
"1997-4-22","1997","en Lima (Perú), el ejército asalta la embajada de Japón, tomada con rehenes por un grupo del MRTA (Movimiento Revolucionario Túpac Amaru)."
"2000-4-22","2000","en Miami (Estados Unidos), el niño Elián González es sacado por la fuerza por agentes federales de la casa de sus familiares, donde se encontraba tras su rescate en las costas de Florida."
"2003-4-22","2003","en España se estrena el primer capítulo de Los Serrano."
"2004-4-22","2004","en Ryongchon (Corea del Norte) chocan dos trenes cargados de combustible, dejando más de "
"2006-4-22","2006","el presidente de Irak Yalal Talabani propone formalmente la candidatura de Nuri Al Maliki al cargo de primer ministro del país; el Consejo de Representantes debe aprobar o rechazar la candidatura."
"2007-4-22","2007","en el autódromo de Comodoro Rivadavia (Argentina) fallece el piloto de Turismo Carretera Guillermo Castellanos. Esta será la última carrera con acompañante."
"2010-4-22","2010","en el Golfo de México, frente a las costas de Estados Unidos, se hunde el Deepwater Horizon, de la empresa British Petroleum, y produce un derrame de petróleo."
"2012-4-22","2012","Corea del Norte amenaza con la destrucción de importantes objetivos de su vecino país Corea del Sur, mediante una actividad especial que «empezaría en poco tiempo y duraría tres o cuatro minutos».[2]"
"2015-4-22","2015","tras permanecer "
"2019-4-22","2019","un terremoto de 6,"
"2022-4-22","2022","Inician olas masivas de protestas en México para exigir justicia por la muerte de Debanhi Escobar, desaparecida en el estado mexicano de Nuevo León, luego de "
"215-4-23","215","sobre el monte Capitolino (Roma), se inaugura un templo dedicado a Venus Erycina, para conmemorar la derrota romana en el lago Trasimeno."
"599-4-23","599","el rey maya Uneh Chan de Calakmul ataca a la ciudad-estado rival Palenque en el sur de México, derrotando a la reina Yohl Ik'nal y saqueando la ciudad."
"711-4-23","711","Dagoberto III sucede a su padre, el rey Childeberto III, como rey de los francos."
"1229-4-23","1229","en España, Alfonso IX de León conquista Cáceres."
"1348-4-23","1348","en Inglaterra, el rey Eduardo III funda la Orden de la Jarretera."
"1516-4-23","1516","en la actual Alemania, el duque Guillermo IV de Baviera redacta la primera ley que fijaba qué se entendía por cerveza. Esta Ley de Pureza (Reinheitsgebot) establecía que para elaborar la cerveza solamente podía utilizarse agua, malta de cebada, levadura y lúpulo."
"1521-4-23","1521","en el islote de Mactán (Filipinas), el militar portugués Fernando de Magallanes perece en manos de los indígenas."
"1521-4-23","1521","en la Guerra de las Comunidades de Castilla, las tropas de Carlos I derrotan a los comuneros en la batalla de Villalar."
"1529-4-23","1529","Carlos I, a cambio de dinero, concede a Portugal derechos sobre tierras por conquistar."
"1563-4-23","1563","en España se inician las obras del Monasterio de El Escorial."
"1800-4-23","1800","en Sajonia (Alemania) un tornado destruye la villa de Hainichen y aplasta árboles (y les arranca la corteza) en los bosques aledaños, dejando una huella de cientos de metros de anchura."
"1824-4-23","1824","el Congreso Federal de Centroamérica abole la esclavitud."
"1827-4-23","1827","en Canadá, el novelista escocés John Galt funda la villa de Guelph."
"1844-4-23","1844","se inicia la publicación de los Anales de la Universidad de Chile, la obra periódica en español más antigua de América."
"1868-4-23","1868","en el Reino de España, Luis González Bravo es nombrado presidente del Gobierno."
"1873-4-23","1873","en África estalla la guerra Ashanti."
"1873-4-23","1873","en Indonesia, Países Bajos inicia la guerra contra el sultán de Achin."
"1889-4-23","1889","en Suecia se funda Partido Socialdemócrata Sueco."
"1909-4-23","1909","en Madrid (España) se registra un terremoto de gran intensidad."
"1917-4-23","1917","en Madrid (España), comienza el inicio de la construcción del Metro de Madrid[1]"
"1920-4-23","1920","se funda la Gran Asamblea Nacional de Turquía (TBMM) en Ankara. La asamblea denuncia al gobierno del sultán Mehmed VI y anuncia la preparación de una constitución temporal."
"1925-4-23","1925","se edita la primera edición de El Quijote en sistema Braille."
"1929-4-23","1929","en España, la ciudad de Barcelona rebasa el millón de habitantes."
"1930-4-23","1930","Hendrik Van Gent descubre el asteroide Ariane (1225)."
"1942-4-23","1942","En el contexto de la Segunda Guerra Mundial, se inicia una serie de bombardeos sobre la ciudad alemana de Rostock que durarían hasta el "
"1945-4-23","1945","en el norte de Italia ―en el marco de la Segunda Guerra Mundial― llegan tropas aliadas al río Po."
"1945-4-23","1945","en Torgau, a orillas del río Elba (en el este de Alemania) ―en el marco de la Segunda Guerra Mundial― se encuentran tropas estadounidenses y soviéticas como aliados contra la Alemania nazi."
"1949-4-23","1949","se funda la Armada del Ejército Popular de Liberación de China."
"1951-4-23","1951","en México inicia el Primer Congreso de Academias de la Lengua Española, que finaliza el 6 de mayo con la creación de la Asociación de Academias de la Lengua Española."
"1961-4-23","1961","en Panamá, la familia Chiari funda TVN (Televisora Nacional)."
"1966-4-23","1966","en un pozo a "
"1968-4-23","1968","Sudáfrica es excluida de los Juegos Olímpicos de México debido a su política racista de apartheid (que el año anterior había sido eliminada en los Estados Unidos)."
"1968-4-23","1968","en un pozo a "
"1974-4-23","1974","en Cerro de Pasco (Perú) se funda el club Unión Minas. Tiene la cancha más alta del mundo, a más de "
"1976-4-23","1976","en España se inaugura el Premio Cervantes (que se entrega en el Colegio Mayor de San Ildefonso de Alcalá de Henares)."
"1976-4-23","1976","aparece en Barcelona el diario Avui, en catalán."
"1977-4-23","1977","en España se legalizan los sindicatos, prohibidos por la dictadura de Franco."
"1977-4-23","1977","en Barcelona (España), "
"1982-4-23","1982","La empresa Sinclair Research, fundada por Clive Marles Sinclair, lanza al mercado la microcomputadora ZX Spectrum un hito histórico en la informática doméstica. Permitía usar un televisor color como pantalla (una novedad para la época) y en su primer modelo admitía "
"1983-4-23","1983","en Alemania, la canción Si la vie est cadeau (de Corinne Hermès), gana por Luxemburgo la XXVIII Edición de Eurovisión celebrada en Múnich."
"1987-4-23","1987","en Uruguay, el Club Atlético Peñarol gana contra el Club Nacional de Football en el que se conoce como el ""Clásico de los Ocho contra Once""."
"1993-4-23","1993","los eritreos votan abrumadoramente por la independencia de Etiopía en un referéndum supervisado por las Naciones Unidas."
"1993-4-23","1993","el político de Sri Lanka, Lalith Athulathmudali, es asesinado mientras se dirigía a una reunión, aproximadamente cuatro semanas antes de las elecciones del Consejo Provincial para la Provincia Occidental."
"1996-4-23","1996","en España, el novelista español y premio Nobel de Literatura Camilo José Cela recibe el premio Cervantes.[3]"
"1999-4-23","1999","la OTAN bombardea el edificio de la TV pública de Serbia, lo que constituía un crimen de guerra conforme a la Convención de Ginebra"
"2003-4-23","2003","en Pekín (China) se cierran todas las escuelas debido al virus SARS."
"2004-4-23","2004","en España, el poeta chileno Gonzalo Rojas recibe el premio Cervantes 2003."
"2005-4-23","2005","se sube el primer video en YouTube."
"2009-4-23","2009","en los Estados Unidos se lanza al mercado la versión 9."
"2009-4-23","2009","en México aparece un nuevo brote de la gripe A H1N1, que posteriormente aparecerá en diferentes países del mundo."
"2015-4-23","2015","En Buenos Aires, Argentina, el Club Atlético Excursionistas re-inaugura su Estadio."
"1479-4-24","1479","a. C. en el antiguo Egipto ―según la cronología de la 18.º dinastía― Tutmosis III asciende al trono de Egipto, aunque el poder efectivo está en manos de Hatshepsut."
"1184-4-24","1184","a. C. en la actual Turquía, según la leyenda, los griegos entran en la ciudad de Troya utilizando la treta del caballo de Troya."
"387-4-24","387","en Milán (en la actual Italia) es bautizado san Agustín."
"1147-4-24","1147","el papa Eugenio III, concede a los Caballeros Templarios el derecho a llevar permanentemente la cruz paté roja en su hombro izquierdo."
"1234-4-24","1234","en Castilla (España), el rey Fernando III dona la ciudad de Magacela a la Orden de Alcántara a cambio de la ciudad de Trujillo (España)."
"1312-4-24","1312","en España, el rey Fernando IV de Castilla concedió el Fuero de las Villas de Ojacastro, Ezcaray, Valgañón y Zorraquín, en La Rioja."
"1521-4-24","1521","en España, en el marco de la Guerra de las Comunidades de Castilla, son decapitados en Villalar de los Comuneros, Juan de Padilla, Juan Bravo y Francisco Maldonado, principales comuneros."
"1547-4-24","1547","en Alemania se libra la batalla de Mühlberg entre el emperador Carlos I y la Liga de Esmalcalda."
"1558-4-24","1558","en la catedral de Notre Dame, en París (Francia), María Estuardo se casa con el delfín francés Francisco II."
"1616-4-24","1616","en Madrid (España), los restos mortales de Miguel de Cervantes son enterrados en la iglesia de las Trinitarias."
"1701-4-24","1701","en España comienza el reinado de la Casa de Borbón tras la llegada de Felipe V de España a Madrid."
"1748-4-24","1748","en Aquisgrán se dan comienzo a las negociaciones que darán fin a la Guerra de Sucesión Austríaca."
"1779-4-24","1779","España comienza el Gran asedio de Gibraltar, el tercero llevado a cabo por España desde la pérdida de la ciudad para recuperar la ya colonia británica."
"1800-4-24","1800","en Washington D. C. (Estados Unidos) se inaugura la Biblioteca del Congreso, con una dotación inicial de "
"1808-4-24","1808","en España, los leoneses se levantan contra los franceses, siendo el primer levantamiento contra Napoleón en ese país."
"1817-4-24","1817","en Karlsruhe (Alemania), Karl Drais da a conocer la dresina, el primer prototipo de bicicleta, aún sin pedales."
"1834-4-24","1834","cerca de Jauja (Perú), el líder de las tropas rebeldes José Rufino Echenique se encuentra con el presidente Luis José de Orbegoso (Abrazo de Maquinhuayo) y pone fin a la primera guerra civil peruana."
"1844-4-24","1844","España reconoce la independencia de su excolonia Chile."
"1854-4-24","1854","en Viena, Francisco José I se casa con Sissi (Isabel de Baviera), que se convertiría en emperatriz de Austria."
"1860-4-24","1860","en el norte de México ―en el marco de la Guerra de Reforma― soldados del ejército liberal de la Guardia Nacional de San Luis Potosí y Zacatecas (al mando del general José López Uraga) libran la batalla de Loma Alta contra soldados del ejército conservador (al mando del general Rómulo Díaz de la Vega)."
"1877-4-24","1877","en el marco de la Guerra ruso-turca, Rusia declara la guerra al Imperio otomano."
"1880-4-24","1880","en Illinois (Estados Unidos), un tornado arrasa la aldea de West Prairie.[1]"
"1883-4-24","1883","en La Plata, Argentina son encontrados restos óseos humanos al excavar los cimientos de la Casa de Gobierno de la Provincia de Buenos Aires.[2]"
"1898-4-24","1898","España le declara la guerra a Estados Unidos."
"1913-4-24","1913","en Nueva York (Estados Unidos) se abre al público el rascacielos Woolworth Building."
"1915-4-24","1915","en Turquía comienza el Genocidio armenio, la primera masacre en masa del siglo XX. Mueren un millón y medio de armenios."
"1916-4-24","1916","en Irlanda sucede el Levantamiento de Pascua. Comienza la Guerra de independencia de Irlanda con el levantamiento de un grupo liderado por Patrick Pearse, James Connolly y Joseph Plunkett."
"1918-4-24","1918","se produce el primer enfrentamiento de la historia entre carros blindados durante la Primera Guerra Mundial."
"1918-4-24","1918","se da inicio a la Batalla de Víborg en la ciudad finlandesa de Víborg, entre la Guardia Roja y la Guardia Blanca, y fue la última batalla de la guerra civil finlandesa."
"1923-4-24","1923","en Viena (Austria) se publica la tesis Das Ich und das Es (El yo y el ello) de Sigmund Freud donde aparecen por primera vez las ideas del ello, el yo y el superyó."
"1925-4-24","1925","Aimé Tschiffely parte junto a sus caballos Gato y Mancha desde Buenos Aires rumbo a Nueva York, llegando a destino tras poco más de tres años de viaje."
"1926-4-24","1926","se firma el Tratado de Berlín por el cual Alemania y la Unión Soviética respetarán la neutralidad de la otra en el conflicto con una tercera durante los próximos cinco años."
"1932-4-24","1932","en España, el aviador español Fernando Rein Loring sale de Madrid para realizar el primer viaje a Manila en avioneta civil."
"1939-4-24","1939","Gaby, Fofó y Miliki deciden formar un trío ofreciendo sus primeras actuaciones en el Teatro Circo Price de Madrid."
"1945-4-24","1945","en el bosque de Spreewald, cerca del río Spree ―en el marco de la Segunda Guerra Mundial― se inicia la batalla de Halbe, por la cual el Ejército Rojo cerca las tropas lideradas por el general Theodor Busse y las del General Walther Wenck, para juntos entregar sus hombres a las fuerzas angloestadounidenses."
"1953-4-24","1953","en Londres (Reino Unido), la reina Isabel II nombra caballero a Winston Churchill."
"1955-4-24","1955","finaliza la Conferencia de Bandung, donde "
"1957-4-24","1957","cerca del Sitio de pruebas de Nevada, a las 14:"
"1957-4-24","1957","el Canal de Suez es reabierto después de la incursión de las tropas de las Fuerza de Emergencia de las Naciones Unidas en la zona."
"1958-4-24","1958","Filipinas, en la provincia de Dávao del Sur se crea el municipio de Sulop."
"1965-4-24","1965","en República Dominicana comienza la Revolución de abril, regida por Francisco Alberto Caamaño Deñó."
"1966-4-24","1966","en Neuquén (Argentina) se funda oficialmente la ciudad petrolera de Plaza Huincul."
"1968-4-24","1968","las islas Mauricio ingresan en la ONU."
"1969-4-24","1969","en el área U2b del Sitio de pruebas atómicas de Nevada (a unos "
"1970-4-24","1970","en Costa Rica ocurren protestas contra las concesiones mineras a Alcoa."
"1970-4-24","1970","China lanza un cohete CZ-"
"1972-4-24","1972","en España se estrena el popular concurso Un, dos, tres... responda otra vez, que después se convertiría en el primer formato de televisión español versionado internacionalmente."
"1980-4-24","1980","en España, Jordi Pujol es elegido presidente de la Generalidad de Cataluña."
"1982-4-24","1982","en Harrogate (Reino Unido), la canción «Ein bißchen frieden» de Nicole, gana por Alemania la XXVII edición de Eurovisión."
"1990-4-24","1990","Estados Unidos lanza el telescopio espacial Hubble."
"1992-4-24","1992","en España, el arabista Emilio García Gómez, es galardonado con el Premio Príncipe de Asturias de Comunicación y Humanidades."
"1994-4-24","1994","en El Salvador, Armando Calderón Sol, candidato del partido oficial, ARENA, derrota en las elecciones presidenciales a Rubén Zamora, candidato de una coalición de partidos de oposición encabezada por el FMLN (Frente Farabundo Martí para la Liberación Nacional)."
"1996-4-24","1996","el Consejo Legislativo Palestino aprueba por mayoría la modificación de los artículos de la Constitución que incitaban la destrucción de Israel."
"1996-4-24","1996","en Roma, el papa Juan Pablo II declara beatos a Pier Giorgio Frassati (laico y montañista italiano) y a Gianna Beretta Molla (laica italiana, luchadora contra el aborto)."
"2004-4-24","2004","María Teresa Fernández de la Vega, preside el Consejo de Ministros de España, siendo la primera mujer en hacerlo."
"2005-4-24","2005","el cardenal alemán Joseph Ratzinger inaugura el 265.º papado con el nombre de Benedicto XVI."
"2007-4-24","2007","se descubre el primer exoplaneta similar a la Tierra en la zona habitable de su estrella, con una temperatura adecuada para tener agua líquida en su superficie, Gliese 581c."
"2009-4-24","2009","en Pasto (Colombia), el volcán Galeras entra en erupción."
"2013-4-24","2013","en Savar ―cerca de Daca (Bangladés)― se produce el colapso de un edificio, matando a "
"2017-4-24","2017","en Valparaíso (Chile) ocurre un terremoto de magnitud 6."
"2018-4-24","2018","Lionel Messi se convierte en el primer futbolista en superar los "
"2021-4-24","2021","Ocurre la denominada ""Pelea de Josh"" que fue un evento masivo convocado en internet, a través de un chat de Facebook Messenger."
"693-4-25","693","en España comienza el XVI Concilio de Toledo."
"1532-4-25","1532","en España, el rey Carlos I le concede el título de ciudad a la villa de Oaxaca (México)."
"1534-4-25","1534","en Perú, Francisco Pizarro funda la ciudad de Jauja siendo así la primera capital del Perú."
"1541-4-25","1541","en Perú, Lucas Martínez Vegaso funda la aldea de Arica con el nombre de Villa San Marcos de Arica. "
"1607-4-25","1607","en la batalla de Gibraltar, la flota de las Provincias Unidas de los Países Bajos destruye la flota española."
"1707-4-25","1707","en la batalla de Almansa (durante la Guerra de Sucesión española) el ejército Felipe V derrota a los austracistas."
"1719-4-25","1719","Daniel Defoe publica su novela Robinson Crusoe."
"1812-4-25","1812","en el barrio habanero de Jesús María se produce un gran incendio."
"1827-4-25","1827","en Camacuá ―en el marco de la guerra entre Argentina y Brasil― se libra la batalla de Camacuá, donde las tropas argentinas derrotan a las brasileñas."
"1859-4-25","1859","en Egipto comienza la construcción del Canal de Suez."
"1898-4-25","1898","Estados Unidos declara la guerra a España tras el hundimiento del USS Maine en la bahía de La Habana (Cuba)."
"1905-4-25","1905","en París se clausura el Congreso por el que se funda la Sección Francesa de la Internacional Obrera (SFIO), culminándose así el proceso de unificación socialista en Francia."
"1926-4-25","1926","en el Teatro de La Scala (Milán) se estrena la obra Turandot (de Giacomo Puccini)."
"1931-4-25","1931","se patenta el Cine NIC."
"1937-4-25","1937","en Éibar (País Vasco) ―en el marco de la guerra civil española― la aviación nazi alemana y fascista italiana (en apoyo al dictador Francisco Franco) bombardea a la población civil española, dejando cientos de muertos."
"1938-4-25","1938","George Orwell publica Homenaje a Cataluña, en el que relata su propia experiencia durante la guerra civil española."
"1945-4-25","1945","en Italia, los partisanos liberan las ciudades de Milán y Turín."
"1953-4-25","1953","en el Sitio de pruebas de Nevada, sobre una torre de "
"1954-4-25","1954","en Basilea (Suiza), se inaugura el St. Jakob Park."
"1954-4-25","1954","en una barcaza cerca del atolón Bikini, Estados Unidos detona la bomba de hidrógeno Unión, de "
"1961-4-25","1961","en Buenos Aires (Argentina) renuncia el ministro de Economía Álvaro Alsogaray por orden del presidente Arturo Frondizi."
"1962-4-25","1962","a "
"1966-4-25","1966","en un pozo a "
"1973-4-25","1973","en dos pozos artificiales separados, a "
"1974-4-25","1974","en Portugal sucede la Revolución de los Claveles. El movimiento militar pone fin al régimen político dictatorial, autoritario, autocrático y corporativista implantado por António de Oliveira Salazar en los años veinte y continuado por Marcelo Caetano."
"1980-4-25","1980","en Buenos Aires sigue el escándalo financiero: el ministerio de Economía interviene los bancos Los Andes, Internacional y Oddone, así como los holding Sasetru, Oddone y Greco."
"1990-4-25","1990","en Nicaragua, Violeta Chamorro toma posesión del poder como candidata de la coalición Unión Nacional Opositora (UNO), siendo la primera mujer presidenta del país dos meses después de derrotar al presidente sandinista Daniel Ortega en las elecciones del 25 de febrero del mismo año."
"1993-4-25","1993","en Washington D. C. tiene lugar una manifestación, de entorno al millón de personas, por la igualdad de derechos de la población gay, lesbiana y bisexual."
"1998-4-25","1998","en la localidad sevillana de Aznalcóllar (España) se rompe una balsa de residuos, provocando el desastre de Aznalcóllar (contaminación de acuíferos y entornos naturales)."
"1999-4-25","1999","en Uruguay se celebran elecciones internas simultáneas en todos los partidos, para elegir por primera vez candidatos únicos a la Presidencia de la República, según lo dispuesto por la nueva Constitución."
"2000-4-25","2000","El cantante mexicano Alejandro Fernández lanza al mercado su octavo álbum de estudio titulado Entre tus brazos su primer álbum de género Balada/pop desde el lanzamiento de Me estoy enamorando (1997)."
"2006-4-25","2006","el futbolista Zinedine Zidane anuncia su retirada de los campos de fútbol."
"2006-4-25","2006","la banda estadounidense Taking Back Sunday lanza al mercado Louder Now, su tercer álbum de estudio."
"2007-4-25","2007","en Palma de Mallorca se inaugura el metro, el quinto de toda España."
"2008-4-25","2008","en el condado de Hays (Texas), la policía detiene al gurú krisnaísta Prakashanand Sáraswati (n. 1929) por abusar de menores en los años ochenta y noventa."
"2015-4-25","2015","Nepal es sacudido por un terremoto de magnitud 7,9-8,"
"2019-4-25","2019","se inaugura la Línea 2 del Metro de Panamá."
"1238-4-26","1238","en España se produce una revuelta contra Abd Allah Zannun tras la cual Málaga pasa a soberanía nazarí."
"1478-4-26","1478","en la península italiana ocurre la conspiración de los Pazzi."
"1500-4-26","1500","en Brasil se celebra la primera misa, marcando la llegada de la armada de Pedro Álvares Cabral a este país, confirmando su descubrimiento por Portugal."
"1518-4-26","1518","en Heidelberg (Alemania), en el marco de la Reforma protestante, ocurre la disputa de Heidelberg en la que Martín Lutero expone la teología de la cruz."
"1544-4-26","1544","Domingo Martínez de Irala sustituye a Álvar Núñez Cabeza de Vaca como gobernador de Paraguay."
"1618-4-26","1618","en el actual estado de Veracruz (México) se funda la ciudad de Córdoba."
"1790-4-26","1790","en el actual estado de Tamaulipas (México) se funda la Villa de la Divina Pastora de las Presas del Rey (hoy Aldama)."
"1813-4-26","1813","en la batalla de Yerbas Buenas, se enfrentan las fuerzas chilenas al mando del coronel Juan de Dios Puga y las fuerzas realistas al mando del brigadier Antonio Pareja."
"1828-4-26","1828","Rusia declara la guerra a Turquía por una supuesta violación del Tratado de Ackermann."
"1829-4-26","1829","en España, el rey Fernando VII aprueba un decreto para que se proceda a la elaboración de un nuevo Código Penal."
